x,y,z
7.114159150000000373e+05,3.082628659999999800e+05,9.412900000000000489e+01
7.114336929999999702e+05,3.082754419999999809e+05,9.188700000000000045e+01
7.114292040000000270e+05,3.082674830000000075e+05,9.186700000000000443e+01
7.114140309999999590e+05,3.082505129999999772e+05,9.352200000000000557e+01
7.113993329999999842e+05,3.082362150000000256e+05,9.578300000000000125e+01
7.114183549999999814e+05,3.082707970000000205e+05,9.441500000000000625e+01
7.114209290000000037e+05,3.082522449999999953e+05,9.233100000000000307e+01
7.114182049999999581e+05,3.082538939999999711e+05,9.300799999999999557e+01
7.114194490000000224e+05,3.082432930000000051e+05,9.211299999999999955e+01
7.114407299999999814e+05,3.082610860000000102e+05,8.989000000000000057e+01
7.114260409999999683e+05,3.082619629999999888e+05,9.212500000000000000e+01
7.113946400000000140e+05,3.082363229999999749e+05,9.693200000000000216e+01
7.114032210000000196e+05,3.082345079999999725e+05,9.450499999999999545e+01
7.114562830000000540e+05,3.082721790000000037e+05,8.895799999999999841e+01
7.114212149999999674e+05,3.082557800000000279e+05,9.265300000000000580e+01
7.114277689999999711e+05,3.082705700000000070e+05,9.249899999999999523e+01
7.114067879999999423e+05,3.082344309999999823e+05,9.355899999999999750e+01
7.114026550000000279e+05,3.082295999999999767e+05,9.398600000000000421e+01
7.114302669999999925e+05,3.082723769999999786e+05,9.227400000000000091e+01
7.114320110000000568e+05,3.082654579999999842e+05,9.118300000000000693e+01
7.114123669999999693e+05,3.082270430000000051e+05,9.168699999999999761e+01
7.114108680000000168e+05,3.082381830000000191e+05,9.321099999999999852e+01
7.114113619999999646e+05,3.082509969999999739e+05,9.416299999999999670e+01
7.114044740000000456e+05,3.082374199999999837e+05,9.450499999999999545e+01
7.114134590000000317e+05,3.082322110000000102e+05,9.212699999999999534e+01
7.114184409999999916e+05,3.082494780000000028e+05,9.267600000000000193e+01
7.114146369999999879e+05,3.082508219999999856e+05,9.342700000000000671e+01
7.114059669999999460e+05,3.082314479999999749e+05,9.341200000000000614e+01
7.114148240000000224e+05,3.082468609999999753e+05,9.302899999999999636e+01
7.114172360000000335e+05,3.082582289999999921e+05,9.345900000000000318e+01
7.114228109999999870e+05,3.082630810000000056e+05,9.278000000000000114e+01
7.114196409999999451e+05,3.082729699999999721e+05,9.428199999999999648e+01
7.114154070000000065e+05,3.082504579999999842e+05,9.323600000000000421e+01
7.114119510000000009e+05,3.082395059999999939e+05,9.299599999999999511e+01
7.114034699999999721e+05,3.082216379999999772e+05,9.250300000000000011e+01
7.114293760000000475e+05,3.082675270000000019e+05,9.183800000000000807e+01
7.114299780000000028e+05,3.082682839999999851e+05,9.179399999999999693e+01
7.114176949999999488e+05,3.082467420000000275e+05,9.258100000000000307e+01
7.114226790000000037e+05,3.082530000000000000e+05,9.218099999999999739e+01
7.114050350000000326e+05,3.082349060000000172e+05,9.399200000000000443e+01
7.114029109999999637e+05,3.082408350000000210e+05,9.545700000000000784e+01
7.114307140000000363e+05,3.082763750000000000e+05,9.248499999999999943e+01
7.114123179999999702e+05,3.082423099999999977e+05,9.323199999999999932e+01
7.114255749999999534e+05,3.082722870000000112e+05,9.310200000000000387e+01
7.114035940000000410e+05,3.082283329999999842e+05,9.372400000000000375e+01
7.114126800000000512e+05,3.082459050000000279e+05,9.345400000000000773e+01
7.114011940000000177e+05,3.082376840000000084e+05,9.535600000000000875e+01
7.113948310000000056e+05,3.082332239999999874e+05,9.674599999999999511e+01
7.114015659999999916e+05,3.082311589999999851e+05,9.450600000000000023e+01
7.114048789999999572e+05,3.082401510000000126e+05,9.481000000000000227e+01
7.114167630000000354e+05,3.082496739999999991e+05,9.295700000000000784e+01
7.114230749999999534e+05,3.082642629999999772e+05,9.277400000000000091e+01
7.114256580000000540e+05,3.082702339999999967e+05,9.291400000000000148e+01
7.113964799999999814e+05,3.082312079999999842e+05,9.563899999999999579e+01
7.114179070000000065e+05,3.082516250000000000e+05,9.293300000000000693e+01
7.114040350000000326e+05,3.082289170000000158e+05,9.365900000000000603e+01
7.114383340000000317e+05,3.082706809999999823e+05,9.073600000000000421e+01
7.114202830000000540e+05,3.082578510000000242e+05,9.294599999999999795e+01
7.114259100000000326e+05,3.082618510000000242e+05,9.209100000000000819e+01
7.114242600000000093e+05,3.082297939999999944e+05,9.055899999999999750e+01
7.114051509999999544e+05,3.082275669999999809e+05,9.325100000000000477e+01
7.114295309999999590e+05,3.082391290000000154e+05,9.029000000000000625e+01
7.114356809999999823e+05,3.082706859999999870e+05,9.115800000000000125e+01
7.114054660000000149e+05,3.082313449999999721e+05,9.364300000000000068e+01
7.114017989999999991e+05,3.082302870000000112e+05,9.434700000000000841e+01
7.114326790000000037e+05,3.082627150000000256e+05,9.099699999999999989e+01
7.114156750000000466e+05,3.082511689999999944e+05,9.327200000000000557e+01
7.114103580000000075e+05,3.082333680000000168e+05,9.274299999999999500e+01
7.114195000000000000e+05,3.082579359999999870e+05,9.311799999999999500e+01
7.114111770000000251e+05,3.082452310000000289e+05,9.380500000000000682e+01
7.114111539999999804e+05,3.082399170000000158e+05,9.314000000000000057e+01
7.114039679999999935e+05,3.082346030000000028e+05,9.434799999999999898e+01
7.114315709999999963e+05,3.082760530000000144e+05,9.220600000000000307e+01
7.114307430000000168e+05,3.082409940000000061e+05,9.020400000000000773e+01
7.114294250000000466e+05,3.082732289999999921e+05,9.258100000000000307e+01
7.114019719999999506e+05,3.082261130000000121e+05,9.354699999999999704e+01
7.114284309999999823e+05,3.082651959999999963e+05,9.189900000000000091e+01
7.114351189999999478e+05,3.082719899999999907e+05,9.128499999999999659e+01
7.114085010000000475e+05,3.082363020000000251e+05,9.350100000000000477e+01
7.114079470000000438e+05,3.082309579999999842e+05,9.311499999999999488e+01
7.114137560000000522e+05,3.082487069999999949e+05,9.348999999999999488e+01
7.114057169999999460e+05,3.082261290000000154e+05,9.304099999999999682e+01
7.114590820000000531e+05,3.082708690000000061e+05,8.890099999999999625e+01
7.114039939999999478e+05,3.082382579999999725e+05,9.470499999999999829e+01
7.114520890000000363e+05,3.082582100000000210e+05,8.939400000000000546e+01
7.114309290000000037e+05,3.082750480000000098e+05,9.226800000000000068e+01
7.114292070000000531e+05,3.082368740000000107e+05,9.036299999999999955e+01
7.114075840000000317e+05,3.082351859999999870e+05,9.350900000000000034e+01
7.113989729999999981e+05,3.082316259999999893e+05,9.537099999999999511e+01
7.114298399999999674e+05,3.082626469999999972e+05,9.133400000000000318e+01
7.114262010000000009e+05,3.082694270000000251e+05,9.280500000000000682e+01
7.113977269999999553e+05,3.082348950000000186e+05,9.615999999999999659e+01
7.114003549999999814e+05,3.082392199999999721e+05,9.580800000000000693e+01
7.114131920000000391e+05,3.082421790000000037e+05,9.298999999999999488e+01
7.114322759999999544e+05,3.082418929999999818e+05,9.015999999999999659e+01
7.114120489999999991e+05,3.082517770000000019e+05,9.406499999999999773e+01
7.113986110000000335e+05,3.082294419999999809e+05,9.500199999999999534e+01
7.114372510000000475e+05,3.082431840000000084e+05,9.004500000000000171e+01
7.114290919999999460e+05,3.082383520000000135e+05,9.031799999999999784e+01
7.114189459999999963e+05,3.082643709999999846e+05,9.374399999999999977e+01
7.114220879999999888e+05,3.082601460000000079e+05,9.271399999999999864e+01
7.114089810000000289e+05,3.082390200000000186e+05,9.358200000000000784e+01
7.114422090000000317e+05,3.082787310000000289e+05,9.071300000000000807e+01
7.114289100000000326e+05,3.082265030000000261e+05,9.060399999999999920e+01
7.114264840000000549e+05,3.082713020000000251e+05,9.295400000000000773e+01
7.114181489999999758e+05,3.082578730000000214e+05,9.326999999999999602e+01
7.114357750000000233e+05,3.082736419999999925e+05,9.140000000000000568e+01
7.114278519999999553e+05,3.082678059999999823e+05,9.212699999999999534e+01
7.114080559999999823e+05,3.082359060000000172e+05,9.342700000000000671e+01
7.114003989999999758e+05,3.082279639999999781e+05,9.426800000000000068e+01
7.114257859999999637e+05,3.082645609999999870e+05,9.223799999999999955e+01
7.114221870000000345e+05,3.082588439999999828e+05,9.276099999999999568e+01
7.114126099999999860e+05,3.082417349999999860e+05,9.315999999999999659e+01
7.114134849999999860e+05,3.082509409999999916e+05,9.377899999999999636e+01
7.114038449999999721e+05,3.082319390000000130e+05,9.403000000000000114e+01
7.114280050000000047e+05,3.082664540000000270e+05,9.207000000000000739e+01
7.114313170000000391e+05,3.082748630000000121e+05,9.215900000000000603e+01
7.114230829999999842e+05,3.082628560000000289e+05,9.262900000000000489e+01
7.114260670000000391e+05,3.082645900000000256e+05,9.226399999999999579e+01
7.114026850000000559e+05,3.082280640000000130e+05,9.394700000000000273e+01
7.114127680000000400e+05,3.082469540000000270e+05,9.360900000000000887e+01
7.114194899999999907e+05,3.082507679999999818e+05,9.258700000000000330e+01
7.114215690000000177e+05,3.082587829999999958e+05,9.279999999999999716e+01
7.114316979999999749e+05,3.082610939999999828e+05,9.112500000000000000e+01
7.114279039999999804e+05,3.082682370000000228e+05,9.218399999999999750e+01
7.114283750000000000e+05,3.082654980000000214e+05,9.192199999999999704e+01
7.114191679999999469e+05,3.082582139999999781e+05,9.312099999999999511e+01
7.114341589999999851e+05,3.082769890000000014e+05,9.176900000000000546e+01
7.114138220000000438e+05,3.082578169999999809e+05,9.428000000000000114e+01
7.114279969999999739e+05,3.082679340000000084e+05,9.217600000000000193e+01
7.114088680000000168e+05,3.082454540000000270e+05,9.436499999999999488e+01
7.114156850000000559e+05,3.082457910000000265e+05,9.281100000000000705e+01
7.114344729999999981e+05,3.082792189999999828e+05,9.196900000000000830e+01
7.114342199999999721e+05,3.082726130000000121e+05,9.158400000000000318e+01
7.114050949999999721e+05,3.082281959999999963e+05,9.335800000000000409e+01
7.114277140000000363e+05,3.082736529999999912e+05,9.287999999999999545e+01
7.114016149999999907e+05,3.082363790000000154e+05,9.521399999999999864e+01
7.114241010000000242e+05,3.082724849999999860e+05,9.344800000000000750e+01
7.114162280000000028e+05,3.082501880000000237e+05,9.310600000000000875e+01
7.114416360000000568e+05,3.082810090000000200e+05,9.097599999999999909e+01
7.114252979999999516e+05,3.082595779999999795e+05,9.201399999999999579e+01
7.114313780000000261e+05,3.082767199999999721e+05,9.232099999999999795e+01
7.114090139999999665e+05,3.082376599999999744e+05,9.352899999999999636e+01
7.114301970000000438e+05,3.082731120000000228e+05,9.231799999999999784e+01
7.114010640000000130e+05,3.082322490000000107e+05,9.465999999999999659e+01
7.114030779999999795e+05,3.082219870000000228e+05,9.265000000000000568e+01
7.114302099999999627e+05,3.082732189999999828e+05,9.228499999999999659e+01
7.114213320000000531e+05,3.082684949999999953e+05,9.370600000000000307e+01
7.114339259999999776e+05,3.082712399999999907e+05,9.155599999999999739e+01
7.114294070000000065e+05,3.082678319999999949e+05,9.182099999999999795e+01
7.114422149999999674e+05,3.082681329999999725e+05,8.996600000000000819e+01
7.114314070000000065e+05,3.082761759999999776e+05,9.223499999999999943e+01
7.114250690000000177e+05,3.082500949999999721e+05,9.156900000000000261e+01
7.114298090000000084e+05,3.082641759999999776e+05,9.153900000000000148e+01
7.114292950000000419e+05,3.082559990000000107e+05,9.128400000000000603e+01
7.114239849999999860e+05,3.082601689999999944e+05,9.242000000000000171e+01
7.114166119999999646e+05,3.082486990000000224e+05,9.288299999999999557e+01
7.114313140000000130e+05,3.082429600000000210e+05,9.012000000000000455e+01
7.114128090000000084e+05,3.082468339999999735e+05,9.355299999999999727e+01
7.114199120000000112e+05,3.082604280000000144e+05,9.318900000000000716e+01
7.114219409999999916e+05,3.082648379999999888e+05,9.307800000000000296e+01
7.114360139999999665e+05,3.082707980000000098e+05,9.117900000000000205e+01
7.114169610000000102e+05,3.082589479999999749e+05,9.361799999999999500e+01
7.114181999999999534e+05,3.082543640000000014e+05,9.305100000000000193e+01
7.114260919999999460e+05,3.082586699999999837e+05,9.190699999999999648e+01
7.114074579999999842e+05,3.082389710000000196e+05,9.410000000000000853e+01
7.114145940000000410e+05,3.082604820000000182e+05,9.416599999999999682e+01
7.114023830000000307e+05,3.082342179999999935e+05,9.469100000000000250e+01
7.114302430000000168e+05,3.082662119999999995e+05,9.161599999999999966e+01
7.114103199999999488e+05,3.082465869999999995e+05,9.423700000000000898e+01
7.114283360000000102e+05,3.082705109999999986e+05,9.232699999999999818e+01
7.114258240000000224e+05,3.082507289999999921e+05,9.150499999999999545e+01
7.114373499999999767e+05,3.082686869999999763e+05,9.074099999999999966e+01
7.114073029999999562e+05,3.082355619999999763e+05,9.358700000000000330e+01
7.114211840000000084e+05,3.082301290000000154e+05,9.054800000000000182e+01
7.114293079999999609e+05,3.082668460000000196e+05,9.180599999999999739e+01
7.114162290000000503e+05,3.082213869999999879e+05,9.088299999999999557e+01
7.114233419999999460e+05,3.082615939999999828e+05,9.255100000000000193e+01
7.114154100000000326e+05,3.082565619999999763e+05,9.374899999999999523e+01
7.114274359999999870e+05,3.082616510000000126e+05,9.183200000000000784e+01
7.114141990000000224e+05,3.082388179999999702e+05,9.264100000000000534e+01
7.114315659999999916e+05,3.082754600000000210e+05,9.217100000000000648e+01
7.114355749999999534e+05,3.082764349999999977e+05,9.166400000000000148e+01
7.114092560000000522e+05,3.082396030000000028e+05,9.369599999999999795e+01
7.114168109999999870e+05,3.082581280000000261e+05,9.358299999999999841e+01
7.114282110000000102e+05,3.082736089999999967e+05,9.272100000000000364e+01
7.114223419999999460e+05,3.082567970000000205e+05,9.247899999999999920e+01
7.114073519999999553e+05,3.082346890000000130e+05,9.350600000000000023e+01
7.114285570000000298e+05,3.082401689999999944e+05,9.024399999999999977e+01
7.114437020000000484e+05,3.082756259999999893e+05,9.021500000000000341e+01
7.114311210000000428e+05,3.082750250000000233e+05,9.221600000000000819e+01
7.114073889999999665e+05,3.082354189999999944e+05,9.365399999999999636e+01
7.114157260000000242e+05,3.082504000000000233e+05,9.317600000000000193e+01
7.114088619999999646e+05,3.082440150000000140e+05,9.418900000000000716e+01
7.114268699999999953e+05,3.082618900000000140e+05,9.193600000000000705e+01
7.114313730000000214e+05,3.082749600000000210e+05,9.216800000000000637e+01
7.114259640000000363e+05,3.082616680000000051e+05,9.211200000000000898e+01
7.114081600000000326e+05,3.082373389999999781e+05,9.364199999999999591e+01
7.114291609999999637e+05,3.082333329999999842e+05,9.041100000000000136e+01
7.114364599999999627e+05,3.082720279999999912e+05,9.111400000000000432e+01
7.114122020000000484e+05,3.082537719999999972e+05,9.419200000000000728e+01
7.114341909999999916e+05,3.082794280000000144e+05,9.205200000000000671e+01
7.114364919999999693e+05,3.082720970000000088e+05,9.107500000000000284e+01
7.114332739999999758e+05,3.082657339999999967e+05,9.105100000000000193e+01
7.114171469999999972e+05,3.082554309999999823e+05,9.331799999999999784e+01
7.114237719999999972e+05,3.082524890000000014e+05,9.187300000000000466e+01
7.114017659999999451e+05,3.082342469999999739e+05,9.491700000000000159e+01
7.114355159999999451e+05,3.082486520000000019e+05,8.987000000000000455e+01
7.114032970000000205e+05,3.082370410000000265e+05,9.474699999999999989e+01
7.114284309999999823e+05,3.082633989999999758e+05,9.179300000000000637e+01
7.114291360000000568e+05,3.082494290000000037e+05,9.079200000000000159e+01
7.114314620000000577e+05,3.082630210000000079e+05,9.118800000000000239e+01
7.114265770000000484e+05,3.082676039999999921e+05,9.235999999999999943e+01
7.114058260000000009e+05,3.082278869999999879e+05,9.320300000000000296e+01
7.114169209999999730e+05,3.082501209999999846e+05,9.299299999999999500e+01
7.114236999999999534e+05,3.082650549999999930e+05,9.286299999999999955e+01
7.114112439999999478e+05,3.082458750000000000e+05,9.381300000000000239e+01
7.114296790000000037e+05,3.082669130000000005e+05,9.186200000000000898e+01
7.113994429999999702e+05,3.082252710000000079e+05,9.414400000000000546e+01
7.114219120000000112e+05,3.082762920000000158e+05,9.418600000000000705e+01
7.114226239999999525e+05,3.082667999999999884e+05,9.325700000000000500e+01
7.114119570000000531e+05,3.082357270000000135e+05,9.278199999999999648e+01
7.114311570000000065e+05,3.082654209999999730e+05,9.134000000000000341e+01
7.114326269999999786e+05,3.082792010000000009e+05,9.245000000000000284e+01
7.114516269999999786e+05,3.082692829999999958e+05,8.907099999999999795e+01
7.114068170000000391e+05,3.082353840000000200e+05,9.374200000000000443e+01
7.114273549999999814e+05,3.082619639999999781e+05,9.192700000000000671e+01
